"square","pcoll"
1,0.060938195247143
2,0.060938195247143
3,0.060938195247143
4,0.060938195247143
5,0.060938195247143
6,0.060938195247143
7,0.060938195247143
8,0.060938195247143
9,0.060938195247143
10,0.060938195247143
11,0.060938195247143
12,0.060938195247143
13,0.060938195247143
14,0.060938195247143
15,0.060938195247143
16,0.060938195247143
17,0.060938195247143
18,0.060938195247143
19,0.060938195247143
20,0.060938195247143
21,0.060938195247143
22,0.060938195247143
23,0.060938195247143
24,0.060938195247143
25,0.060938195247143
26,0.060938195247143
27,0.060938195247143
28,0.060938195247143
29,0.060938195247143
30,0.060938195247143
31,0.060938195247143
32,0.060938195247143
33,0.060938195247143
34,0.060938195247143
35,0.060938195247143
36,0.060938195247143
37,0.060938195247143
38,0.060938195247143
39,0.060938195247143
40,0.060938195247143
41,0.060938195247143
42,0.060938195247143
43,0.060938195247143
44,0.060938195247143
45,0.060938195247143
46,0.060938195247143
47,0.060938195247143
48,0.060938195247143
49,0.060938195247143
50,0.060938195247143
51,0.060938195247143
52,0.060938195247143
53,0.060938195247143
54,0.060938195247143
55,0.060938195247143
56,0.060938195247143
57,0.060938195247143
58,0.060938195247143
59,0.060938195247143
60,0.060938195247143
61,0.060938195247143
62,0.060938195247143
63,0.060938195247143
64,0.060938195247143
65,0.060938195247143
66,0.060938195247143
67,0.060938195247143
68,0.060938195247143
69,0.060938195247143
70,0.060938195247143
71,0.060938195247143
72,0.060938195247143
73,0.060938195247143
74,0.060938195247143
75,0.060938195247143
76,0.060938195247143
77,0.060938195247143
78,0.060938195247143
79,0.060938195247143
80,0.060938195247143
81,0.060938195247143
82,0.060938195247143
83,0.060938195247143
84,0.060938195247143
85,0.060938195247143
86,0.060938195247143
87,0.060938195247143
88,0.060938195247143
89,0.060938195247143
90,0.060938195247143
91,0.060938195247143
92,0.060938195247143
93,0.060938195247143
94,0.060938195247143
95,0.060938195247143
96,0.060938195247143
97,0.060938195247143
98,0.060938195247143
99,0.060938195247143
100,0.060938195247143
101,0.060938195247143
102,0.060938195247143
103,0.060938195247143
104,0.060938195247143
105,0.060938195247143
106,0.060938195247143
107,0.0585218716400481
108,0.060938195247143
109,0.060938195247143
110,0.060938195247143
111,0.060938195247143
112,0.0585218716400481
113,0.0723517112592405
114,0.0585218716400481
115,0.060938195247143
116,0.0489059941501766
117,0.0775367962419752
118,0.0625330335813106
119,0.0632599588308493
120,0.0662672310259767
121,0.0723517112592405
122,0.060938195247143
123,0.060938195247143
124,0.060938195247143
125,0.060938195247143
126,0.060938195247143
127,0.060938195247143
128,0.060938195247143
129,0.060938195247143
130,0.060938195247143
131,0.060938195247143
132,0.060938195247143
133,0.060938195247143
134,0.060938195247143
135,0.060938195247143
136,0.060938195247143
137,0.060938195247143
138,0.060938195247143
139,0.060938195247143
140,0.060938195247143
141,0.060938195247143
142,0.060938195247143
143,0.060938195247143
144,0.060938195247143
145,0.060938195247143
146,0.060938195247143
147,0.060938195247143
148,0.060938195247143
149,0.060938195247143
150,0.060938195247143
151,0.060938195247143
152,0.060938195247143
153,0.060938195247143
154,0.060938195247143
155,0.060938195247143
156,0.060938195247143
157,0.060938195247143
158,0.060938195247143
159,0.060938195247143
160,0.060938195247143
161,0.060938195247143
162,0.060938195247143
163,0.060938195247143
164,0.060938195247143
165,0.060938195247143
166,0.060938195247143
167,0.060938195247143
168,0.060938195247143
169,0.060938195247143
170,0.060938195247143
171,0.060938195247143
172,0.060938195247143
173,0.060938195247143
174,0.060938195247143
175,0.060938195247143
176,0.060938195247143
177,0.060938195247143
178,0.060938195247143
179,0.060938195247143
180,0.060938195247143
181,0.060938195247143
182,0.060938195247143
183,0.060938195247143
184,0.060938195247143
185,0.060938195247143
186,0.060938195247143
187,0.060938195247143
188,0.060938195247143
189,0.060938195247143
190,0.060938195247143
191,0.060938195247143
192,0.060938195247143
193,0.060938195247143
194,0.060938195247143
195,0.060938195247143
196,0.060938195247143
197,0.060938195247143
198,0.060938195247143
199,0.060938195247143
200,0.060938195247143
201,0.060938195247143
202,0.060938195247143
203,0.060938195247143
204,0.060938195247143
205,0.060938195247143
206,0.060938195247143
207,0.060938195247143
208,0.060938195247143
209,0.060938195247143
210,0.060938195247143
211,0.060938195247143
212,0.060938195247143
213,0.060938195247143
214,0.060938195247143
215,0.060938195247143
216,0.060938195247143
217,0.060938195247143
218,0.060938195247143
219,0.060938195247143
220,0.060938195247143
221,0.060938195247143
222,0.060938195247143
223,0.060938195247143
224,0.060938195247143
225,0.060938195247143
226,0.060938195247143
227,0.060938195247143
228,0.060938195247143
229,0.060938195247143
230,0.060938195247143
231,0.060938195247143
232,0.060938195247143
233,0.060938195247143
234,0.060938195247143
235,0.060938195247143
236,0.060938195247143
237,0.060938195247143
238,0.060938195247143
239,0.060938195247143
240,0.060938195247143
241,0.060938195247143
242,0.060938195247143
243,0.060938195247143
244,0.060938195247143
245,0.060938195247143
246,0.060938195247143
247,0.060938195247143
248,0.060938195247143
249,0.0898592099343332
250,0.060938195247143
251,0.060938195247143
252,0.060938195247143
253,0.060938195247143
254,0.060938195247143
255,0.0585218716400481
256,0.060938195247143
257,0.0585218716400481
258,0.0585218716400481
259,0.0531469277395308
260,0.060938195247143
261,0.060938195247143
262,0.060938195247143
263,0.0619498183637828
264,0.0750122255116034
265,0.0661012338934016
266,0.0585218716400481
267,0.060938195247143
268,0.060938195247143
269,0.060938195247143
270,0.060938195247143
271,0.060938195247143
272,0.060938195247143
273,0.060938195247143
274,0.060938195247143
275,0.060938195247143
276,0.060938195247143
277,0.060938195247143
278,0.060938195247143
279,0.060938195247143
280,0.060938195247143
281,0.060938195247143
282,0.060938195247143
283,0.060938195247143
284,0.060938195247143
285,0.060938195247143
286,0.060938195247143
287,0.060938195247143
288,0.060938195247143
289,0.060938195247143
290,0.060938195247143
291,0.060938195247143
292,0.060938195247143
293,0.060938195247143
294,0.060938195247143
295,0.060938195247143
296,0.060938195247143
297,0.060938195247143
298,0.060938195247143
299,0.060938195247143
300,0.060938195247143
301,0.060938195247143
302,0.060938195247143
303,0.060938195247143
304,0.060938195247143
305,0.060938195247143
306,0.060938195247143
307,0.060938195247143
308,0.060938195247143
309,0.060938195247143
310,0.060938195247143
311,0.060938195247143
312,0.060938195247143
313,0.060938195247143
314,0.060938195247143
315,0.060938195247143
316,0.060938195247143
317,0.060938195247143
318,0.060938195247143
319,0.060938195247143
320,0.060938195247143
321,0.060938195247143
322,0.060938195247143
323,0.060938195247143
324,0.060938195247143
325,0.060938195247143
326,0.060938195247143
327,0.060938195247143
328,0.060938195247143
329,0.060938195247143
330,0.060938195247143
331,0.060938195247143
332,0.060938195247143
333,0.060938195247143
334,0.060938195247143
335,0.060938195247143
336,0.060938195247143
337,0.060938195247143
338,0.060938195247143
339,0.060938195247143
340,0.060938195247143
341,0.060938195247143
342,0.060938195247143
343,0.060938195247143
344,0.060938195247143
345,0.060938195247143
346,0.060938195247143
347,0.060938195247143
348,0.060938195247143
349,0.060938195247143
350,0.060938195247143
351,0.060938195247143
352,0.060938195247143
353,0.060938195247143
354,0.060938195247143
355,0.060938195247143
356,0.060938195247143
357,0.060938195247143
358,0.060938195247143
359,0.060938195247143
360,0.060938195247143
361,0.060938195247143
362,0.060938195247143
363,0.060938195247143
364,0.060938195247143
365,0.060938195247143
366,0.060938195247143
367,0.060938195247143
368,0.060938195247143
369,0.060938195247143
370,0.060938195247143
371,0.060938195247143
372,0.060938195247143
373,0.060938195247143
374,0.060938195247143
375,0.060938195247143
376,0.060938195247143
377,0.060938195247143
378,0.060938195247143
379,0.060938195247143
380,0.060938195247143
381,0.060938195247143
382,0.060938195247143
383,0.060938195247143
384,0.060938195247143
385,0.060938195247143
386,0.060938195247143
387,0.060938195247143
388,0.060938195247143
389,0.060938195247143
390,0.060938195247143
391,0.060938195247143
392,0.060938195247143
393,0.060938195247143
394,0.060938195247143
395,0.060938195247143
396,0.060938195247143
397,0.060938195247143
398,0.060938195247143
399,0.060938195247143
400,0.060938195247143
401,0.060938195247143
402,0.0487927279076708
403,0.060938195247143
404,0.060938195247143
405,0.060938195247143
406,0.060938195247143
407,0.060938195247143
408,0.060938195247143
409,0.0585218716400481
410,0.0585218716400481
411,0.060938195247143
412,0.060938195247143
413,0.060938195247143
414,0.060938195247143
415,0.060938195247143
416,0.060938195247143
417,0.060938195247143
418,0.060938195247143
419,0.060938195247143
420,0.060938195247143
421,0.060938195247143
422,0.060938195247143
423,0.060938195247143
424,0.060938195247143
425,0.060938195247143
426,0.060938195247143
427,0.060938195247143
428,0.060938195247143
429,0.060938195247143
430,0.060938195247143
431,0.060938195247143
432,0.060938195247143
433,0.060938195247143
434,0.060938195247143
435,0.060938195247143
436,0.060938195247143
437,0.060938195247143
438,0.060938195247143
439,0.060938195247143
440,0.060938195247143
441,0.060938195247143
442,0.060938195247143
443,0.060938195247143
444,0.060938195247143
445,0.060938195247143
446,0.060938195247143
447,0.060938195247143
448,0.060938195247143
449,0.060938195247143
450,0.060938195247143
451,0.060938195247143
452,0.060938195247143
453,0.060938195247143
454,0.060938195247143
455,0.060938195247143
456,0.060938195247143
457,0.060938195247143
458,0.060938195247143
459,0.060938195247143
460,0.060938195247143
461,0.060938195247143
462,0.060938195247143
463,0.060938195247143
464,0.060938195247143
465,0.060938195247143
466,0.060938195247143
467,0.060938195247143
468,0.060938195247143
469,0.060938195247143
470,0.060938195247143
471,0.060938195247143
472,0.060938195247143
473,0.060938195247143
474,0.060938195247143
475,0.060938195247143
476,0.060938195247143
477,0.060938195247143
478,0.060938195247143
479,0.060938195247143
480,0.060938195247143
481,0.060938195247143
482,0.060938195247143
483,0.060938195247143
484,0.060938195247143
