"square","caliblat","Longitude","Latitude","caliblat.1","julian","year","block","block_nobuf","buffsqs"
5032,90.9277837081922,-6.58825040321441,51.1468783358581,90.9277837081922,1,2014,1,1,0
5033,90.9686594746179,-6.30613488599746,51.1698709544726,90.9686594746179,1,2014,1,1,0
5034,91.008336834701,-6.02365287031364,51.1921894695193,91.008336834701,1,2014,1,1,0
5035,91.046812148089,-5.74081467996898,51.2138318333001,91.046812148089,1,2014,1,1,0
5036,91.0840818766592,-5.45763072418815,51.2347960556208,91.0840818766592,1,2014,1,1,0
5037,91.1201425855636,-5.17411149552679,51.2550802043795,91.1201425855636,1,2014,1,1,0
5038,91.1549909442487,-4.8902675677235,51.2746824061399,91.1549909442487,1,2014,1,1,0
5039,91.1886237274497,-4.60610959349345,51.2936008466904,91.1886237274497,1,2014,1,1,0
5040,91.2210378161574,-4.32164830226546,51.3118337715885,91.2210378161574,1,2014,1,1,0
5041,91.2522301985581,-4.03689449786469,51.3293794866889,91.2522301985581,1,2014,1,1,0
5042,91.2821979709444,-3.75185905614287,51.3462363586562,91.2821979709444,1,2014,1,1,0
5043,91.3109383385976,-3.46655292255797,51.3624028154611,91.3109383385976,1,2014,1,1,0
5044,91.3384486166402,-3.18098710970542,51.3778773468601,91.3384486166402,1,2014,1,1,0
5045,91.3647262308574,-2.89517269480278,51.3926585048573,91.3647262308574,1,2014,1,1,0
5046,91.3897687184886,-2.60912081712982,51.4067449041499,91.3897687184886,1,2014,1,1,0
5173,90.4381944984566,-7.6718051603931,50.8714844053819,90.4381944984566,1,2014,1,1,0
5174,90.4835403727553,-7.39228347825903,50.8969914596748,90.4835403727553,1,2014,1,1,0
5175,90.5277104927487,-7.11236021072487,50.9218371521712,90.5277104927487,1,2014,1,1,0
5176,90.5707008685104,-6.83204520093716,50.9460192385371,90.5707008685104,1,2014,1,1,0
5177,90.6125076068742,-6.55134838316453,50.9695355288667,90.6125076068742,1,2014,1,1,0
5178,90.6531269125486,-6.27027978100224,50.9923838883086,90.6531269125486,1,2014,1,1,0
5179,90.6925550892104,-5.98884950551083,51.0145622376809,90.6925550892104,1,2014,1,1,0
5180,90.7307885405758,-5.70706775329032,51.0360685540739,90.7307885405758,1,2014,1,1,0
5181,90.7678237714485,-5.42494480449229,51.0569008714398,90.7678237714485,1,2014,1,1,0
5182,90.8036573887438,-5.14249102077152,51.0770572811684,90.8036573887438,1,2014,1,1,0
5183,90.8382861024886,-4.85971684317912,51.0965359326499,90.8382861024886,1,2014,1,1,0
5184,90.8717067267953,-4.57663278999924,51.1153350338224,90.8717067267953,1,2014,1,1,0
5185,90.9039161808091,-4.29324945453105,51.1334528517051,90.9039161808091,1,2014,1,1,0
5186,90.9349114896291,-4.00957750281803,51.1508877129164,90.9349114896291,1,2014,1,1,0
5187,90.9646897852008,-3.72562767132655,51.1676380041754,90.9646897852008,1,2014,1,1,0
5188,90.9932483071802,-3.44141076457544,51.1837021727889,90.9932483071802,1,2014,1,1,0
5189,91.0205844037691,-3.15693765271871,51.1990787271201,91.0205844037691,1,2014,1,1,0
5190,91.04669553252,-2.87221926908319,51.2137662370425,91.04669553252,1,2014,1,1,0
5191,91.0715792611106,-2.58726660766303,51.2277633343747,91.0715792611106,1,2014,1,1,0
5192,91.0952332680875,-2.30209072057301,51.2410687132992,91.0952332680875,1,2014,1,1,0
5193,91.117655343578,-2.01670271546259,51.2536811307626,91.117655343578,1,2014,1,1,0
5320,90.2129214033714,-7.07377106068088,50.7447682893964,90.2129214033714,1,2014,1,1,0
5321,90.2556429097831,-6.79448301297121,50.768799136753,90.2556429097831,1,2014,1,1,0
5322,90.2971879164238,-6.51481814080548,50.7921682029884,90.2971879164238,1,2014,1,1,0
5323,90.3375526735393,-6.23478634640694,50.8148733788659,90.3375526735393,1,2014,1,1,0
5324,90.3767335292597,-5.95439761757427,50.8369126102086,90.3767335292597,1,2014,1,1,0
5325,90.4147269306495,-5.6736620257904,50.8582838984903,90.4147269306495,1,2014,1,1,0
5326,90.451529424735,-5.39258972427107,50.8789853014134,90.451529424735,1,2014,1,1,0
5327,90.4871376595087,-5.11119094595494,50.8990149334737,90.4871376595087,1,2014,1,1,0
5328,90.5215483849088,-4.82947600143711,50.9183709665112,90.5215483849088,1,2014,1,1,0
5329,90.5547584537737,-4.54745527684787,50.9370516302477,90.5547584537737,1,2014,1,1,0
5330,90.5867648227708,-4.26513923167862,50.9550552128086,90.5867648227708,1,2014,1,1,0
5331,90.6175645532987,-3.9825383965567,50.9723800612305,90.6175645532987,1,2014,1,1,0
5332,90.6471548123617,-3.69966337097112,50.9890245819535,90.6471548123617,1,2014,1,1,0
5333,90.6755328734168,-3.4165248209509,51.0049872412969,90.6755328734168,1,2014,1,1,0
5334,90.7026961171914,-3.13313347669803,51.0202665659202,90.7026961171914,1,2014,1,1,0
5335,90.7286420324724,-2.84950013017676,51.0348611432657,90.7286420324724,1,2014,1,1,0
5336,90.7533682168645,-2.56563563266113,51.0487696219863,90.7533682168645,1,2014,1,1,0
5337,90.776872377519,-2.28155089224273,51.0619907123544,90.776872377519,1,2014,1,1,0
5338,90.7991523318304,-1.99725687130023,51.0745231866546,90.7991523318304,1,2014,1,1,0
5339,90.8202060081027,-1.7127645839329,51.0863658795578,90.8202060081027,1,2014,1,1,0
5464,89.8544650332526,-7.31345780273006,50.5431365812046,89.8544650332526,1,2014,1,1,0
5465,89.8980852616618,-7.03556853408881,50.5676729596847,89.8980852616618,1,2014,1,1,0
5466,89.9405398809947,-6.75729763893618,50.5915536830595,89.9405398809947,1,2014,1,1,0
5467,89.9818250905344,-6.47865481454478,50.6147766134256,89.9818250905344,1,2014,1,1,0
5468,90.0219371853279,-6.19964984371816,50.6373396667469,90.0219371853279,1,2014,1,1,0
5469,90.060872557238,-5.92029259299372,50.6592408134464,90.060872557238,1,2014,1,1,0
5470,90.0986276959728,-5.64059301078551,50.6804780789847,90.0986276959728,1,2014,1,1,0
5471,90.1351991900929,-5.36056112546857,50.7010495444273,90.1351991900929,1,2014,1,1,0
5472,90.170583727996,-5.08020704340674,50.7209533469977,90.170583727996,1,2014,1,1,0
5473,90.2047780988769,-4.79954094692558,50.7401876806182,90.2047780988769,1,2014,1,1,0
5474,90.2377791936633,-4.51857309223242,50.7587507964356,90.2377791936633,1,2014,1,1,0
5475,90.2695840059261,-4.2373138072851,50.7766410033335,90.2695840059261,1,2014,1,1,0
5476,90.3001896327634,-3.95577348961137,50.7938566684294,90.3001896327634,1,2014,1,1,0
5477,90.3295932756575,-3.67396260408061,50.8103962175573,90.3295932756575,1,2014,1,1,0
5478,90.3577922413046,-3.39189168062984,50.8262581357338,90.3577922413046,1,2014,1,1,0
